message_id,date,emoji,reaction_type,count
10202,2024-04-28T11:05:00,👍,emoji,286
10202,2024-04-28T11:05:00,😢,emoji,119
10203,2024-04-28T17:06:56,❤,emoji,3019
10203,2024-04-28T17:06:56,👍,emoji,382
10203,2024-04-28T17:06:56,🙏,emoji,273
10203,2024-04-28T17:06:56,😢,emoji,51
10204,2024-04-28T18:14:12,❤,emoji,3225
10204,2024-04-28T18:14:12,👍,emoji,381
10204,2024-04-28T18:14:12,🙏,emoji,322
10204,2024-04-28T18:14:12,😢,emoji,57
10205,2024-04-28T18:55:10,❤,emoji,2800
10205,2024-04-28T18:55:10,🙏,emoji,363
10205,2024-04-28T18:55:10,👍,emoji,261
10205,2024-04-28T18:55:10,😢,emoji,46
10206,2024-04-29T11:00:27,❤,emoji,3180
10206,2024-04-29T11:00:27,😢,emoji,1573
10206,2024-04-29T11:00:27,🙏,emoji,390
10206,2024-04-29T11:00:27,👍,emoji,257
10216,2024-04-29T15:39:22,❤,emoji,3423
10216,2024-04-29T15:39:22,👍,emoji,450
10216,2024-04-29T15:39:22,🙏,emoji,293
10216,2024-04-29T15:39:22,😢,emoji,61
10218,2024-04-29T21:44:17,❤,emoji,3023
10218,2024-04-29T21:44:17,🙏,emoji,1002
10218,2024-04-29T21:44:17,😢,emoji,349
10218,2024-04-29T21:44:17,👍,emoji,136
10219,2024-04-29T22:34:25,❤,emoji,2518
10219,2024-04-29T22:34:25,🙏,emoji,640
10219,2024-04-29T22:34:25,😢,emoji,183
10219,2024-04-29T22:34:25,👍,emoji,133
10220,2024-04-30T09:01:31,❤,emoji,3234
10220,2024-04-30T09:01:31,😢,emoji,1753
10220,2024-04-30T09:01:31,🙏,emoji,359
10220,2024-04-30T09:01:31,👍,emoji,222
10230,2024-04-30T12:00:56,❤,emoji,2917
10230,2024-04-30T12:00:56,😢,emoji,1584
10230,2024-04-30T12:00:56,👍,emoji,374
10230,2024-04-30T12:00:56,🙏,emoji,245
10231,2024-04-30T15:00:47,❤,emoji,3234
10231,2024-04-30T15:00:47,😢,emoji,1587
10231,2024-04-30T15:00:47,👍,emoji,342
10231,2024-04-30T15:00:47,🙏,emoji,276
10232,2024-04-30T20:25:25,❤,emoji,3056
10232,2024-04-30T20:25:25,😢,emoji,1742
10232,2024-04-30T20:25:25,👍,emoji,309
10232,2024-04-30T20:25:25,🙏,emoji,300
10233,2024-04-30T22:24:31,❤,emoji,2649
10233,2024-04-30T22:24:31,🙏,emoji,321
10233,2024-04-30T22:24:31,👍,emoji,233
10233,2024-04-30T22:24:31,😢,emoji,44
10234,2024-05-01T11:00:33,❤,emoji,3465
10234,2024-05-01T11:00:33,😢,emoji,1595
10234,2024-05-01T11:00:33,🙏,emoji,462
10234,2024-05-01T11:00:33,👍,emoji,244
10244,2024-05-01T19:56:14,❤,emoji,3374
10244,2024-05-01T19:56:14,👍,emoji,384
10244,2024-05-01T19:56:14,🙏,emoji,306
10244,2024-05-01T19:56:14,😢,emoji,63
10245,2024-05-01T21:25:43,❤,emoji,2776
10245,2024-05-01T21:25:43,👍,emoji,293
10245,2024-05-01T21:25:43,🙏,emoji,256
10245,2024-05-01T21:25:43,😢,emoji,52
10246,2024-05-02T13:03:04,🙏,emoji,2490
10246,2024-05-02T13:03:04,❤,emoji,607
10246,2024-05-02T13:03:04,😢,emoji,334
10246,2024-05-02T13:03:04,👍,emoji,139
10256,2024-05-02T17:12:57,❤,emoji,2693
10256,2024-05-02T17:12:57,🙏,emoji,441
10256,2024-05-02T17:12:57,👍,emoji,239
10256,2024-05-02T17:12:57,😢,emoji,53
10257,2024-05-02T20:12:40,❤,emoji,3086
10257,2024-05-02T20:12:40,🙏,emoji,457
10257,2024-05-02T20:12:40,👍,emoji,232
10257,2024-05-02T20:12:40,😢,emoji,53
10258,2024-05-02T21:27:25,❤,emoji,2608
10258,2024-05-02T21:27:25,🙏,emoji,343
10258,2024-05-02T21:27:25,👍,emoji,195
10258,2024-05-02T21:27:25,😢,emoji,53
10259,2024-05-03T09:01:27,❤,emoji,3136
10259,2024-05-03T09:01:27,😢,emoji,1743
10259,2024-05-03T09:01:27,👍,emoji,357
10259,2024-05-03T09:01:27,🙏,emoji,233
10260,2024-05-03T13:02:03,❤,emoji,3561
10260,2024-05-03T13:02:03,😢,emoji,1583
10260,2024-05-03T13:02:03,🙏,emoji,380
10260,2024-05-03T13:02:03,👍,emoji,184
10261,2024-05-03T13:40:01,❤,emoji,3307
10261,2024-05-03T13:40:01,😢,emoji,1623
10261,2024-05-03T13:40:01,👍,emoji,322
10261,2024-05-03T13:40:01,🙏,emoji,228
10262,2024-05-03T14:05:38,❤,emoji,2644
10262,2024-05-03T14:05:38,😢,emoji,1751
10262,2024-05-03T14:05:38,👍,emoji,267
10262,2024-05-03T14:05:38,🙏,emoji,208
10263,2024-05-03T14:38:02,❤,emoji,2654
10263,2024-05-03T14:38:02,👍,emoji,250
10263,2024-05-03T14:38:02,🙏,emoji,208
10263,2024-05-03T14:38:02,😢,emoji,48
10264,2024-05-03T16:16:12,❤,emoji,2690
10264,2024-05-03T16:16:12,👍,emoji,337
10264,2024-05-03T16:16:12,🙏,emoji,188
10264,2024-05-03T16:16:12,😢,emoji,38
10265,2024-05-03T16:36:59,❤,emoji,2851
10265,2024-05-03T16:36:59,😢,emoji,1621
10265,2024-05-03T16:36:59,👍,emoji,283
10265,2024-05-03T16:36:59,🙏,emoji,215
10266,2024-05-03T17:01:36,❤,emoji,3196
10266,2024-05-03T17:01:36,👍,emoji,333
10266,2024-05-03T17:01:36,🙏,emoji,278
10266,2024-05-03T17:01:36,😢,emoji,56
10267,2024-05-03T18:24:04,❤,emoji,3351
10267,2024-05-03T18:24:04,👍,emoji,409
10267,2024-05-03T18:24:04,🙏,emoji,250
10267,2024-05-03T18:24:04,😢,emoji,57
10268,2024-05-04T12:30:04,😢,emoji,2936
10268,2024-05-04T12:30:04,❤,emoji,1469
10268,2024-05-04T12:30:04,🙏,emoji,581
10268,2024-05-04T12:30:04,👍,emoji,202
10269,2024-05-04T20:40:35,❤,emoji,3944
10269,2024-05-04T20:40:35,😢,emoji,1604
10269,2024-05-04T20:40:35,👍,emoji,392
10269,2024-05-04T20:40:35,🙏,emoji,361
10270,2024-05-04T22:07:34,❤,emoji,3062
10270,2024-05-04T22:07:34,🙏,emoji,362
10270,2024-05-04T22:07:34,👍,emoji,255
10270,2024-05-04T22:07:34,😢,emoji,62
10271,2024-05-05T09:01:07,❤,emoji,7906
10271,2024-05-05T09:01:07,🙏,emoji,1007
10271,2024-05-05T09:01:07,👍,emoji,396
10271,2024-05-05T09:01:07,😢,emoji,162
10272,2024-05-06T10:09:22,❤,emoji,4282
10272,2024-05-06T10:09:22,🙏,emoji,574
10272,2024-05-06T10:09:22,👍,emoji,306
10272,2024-05-06T10:09:22,😢,emoji,63
10282,2024-05-06T18:14:34,❤,emoji,3632
10282,2024-05-06T18:14:34,👍,emoji,337
10282,2024-05-06T18:14:34,🙏,emoji,288
10282,2024-05-06T18:14:34,😢,emoji,56
10283,2024-05-06T19:52:52,❤,emoji,3499
10283,2024-05-06T19:52:52,👍,emoji,373
10283,2024-05-06T19:52:52,🙏,emoji,339
10283,2024-05-06T19:52:52,😢,emoji,54
10284,2024-05-06T20:56:57,❤,emoji,2802
10284,2024-05-06T20:56:57,👍,emoji,306
10284,2024-05-06T20:56:57,🙏,emoji,285
10284,2024-05-06T20:56:57,😢,emoji,49
10285,2024-05-07T12:42:59,❤,emoji,3408
10285,2024-05-07T12:42:59,😢,emoji,1655
10285,2024-05-07T12:42:59,🙏,emoji,618
10285,2024-05-07T12:42:59,👍,emoji,192
10295,2024-05-07T18:59:27,❤,emoji,3166
10295,2024-05-07T18:59:27,😢,emoji,1888
10295,2024-05-07T18:59:27,👍,emoji,357
10295,2024-05-07T18:59:27,🙏,emoji,314
10296,2024-05-07T22:03:15,❤,emoji,3333
10296,2024-05-07T22:03:15,🙏,emoji,596
10296,2024-05-07T22:03:15,👍,emoji,233
10296,2024-05-07T22:03:15,😢,emoji,72
10297,2024-05-07T22:15:05,❤,emoji,3405
10297,2024-05-07T22:15:05,👍,emoji,477
10297,2024-05-07T22:15:05,🙏,emoji,305
10297,2024-05-07T22:15:05,😢,emoji,58
10298,2024-05-07T23:38:29,❤,emoji,2856
10298,2024-05-07T23:38:29,🙏,emoji,388
10298,2024-05-07T23:38:29,👍,emoji,248
10298,2024-05-07T23:38:29,😢,emoji,50
10299,2024-05-08T08:27:25,😢,emoji,3978
10299,2024-05-08T08:27:25,❤,emoji,604
10299,2024-05-08T08:27:25,🙏,emoji,553
10299,2024-05-08T08:27:25,👍,emoji,208
10300,2024-05-08T09:01:01,❤,emoji,4807
10300,2024-05-08T09:01:01,😢,emoji,1854
10300,2024-05-08T09:01:01,🙏,emoji,832
10300,2024-05-08T09:01:01,👍,emoji,344
10301,2024-05-08T09:28:30,❤,emoji,3387
10301,2024-05-08T09:28:30,🙏,emoji,538
10301,2024-05-08T09:28:30,👍,emoji,262
10301,2024-05-08T09:28:30,😢,emoji,179
10302,2024-05-08T14:14:31,😢,emoji,2799
10302,2024-05-08T14:14:31,👍,emoji,2085
10302,2024-05-08T14:14:31,❤,emoji,1395
10302,2024-05-08T14:14:31,🙏,emoji,482
10303,2024-05-08T18:53:43,❤,emoji,3420
10303,2024-05-08T18:53:43,😢,emoji,1586
10303,2024-05-08T18:53:43,👍,emoji,380
10303,2024-05-08T18:53:43,🙏,emoji,286
10304,2024-05-08T21:13:16,❤,emoji,3264
10304,2024-05-08T21:13:16,👍,emoji,444
10304,2024-05-08T21:13:16,🙏,emoji,270
10304,2024-05-08T21:13:16,😢,emoji,50
10305,2024-05-08T21:41:31,❤,emoji,3533
10305,2024-05-08T21:41:31,🙏,emoji,430
10305,2024-05-08T21:41:31,👍,emoji,272
10305,2024-05-08T21:41:31,😢,emoji,50
10306,2024-05-08T22:58:05,❤,emoji,2873
10306,2024-05-08T22:58:05,🙏,emoji,343
10306,2024-05-08T22:58:05,👍,emoji,210
10306,2024-05-08T22:58:05,😢,emoji,52
10307,2024-05-09T11:52:25,❤,emoji,3688
10307,2024-05-09T11:52:25,😢,emoji,1629
10307,2024-05-09T11:52:25,👍,emoji,372
10307,2024-05-09T11:52:25,🙏,emoji,219
10308,2024-05-09T12:31:25,❤,emoji,2828
10308,2024-05-09T12:31:25,👍,emoji,256
10308,2024-05-09T12:31:25,🙏,emoji,190
10308,2024-05-09T12:31:25,😢,emoji,37
10309,2024-05-09T15:51:37,❤,emoji,3327
10309,2024-05-09T15:51:37,😢,emoji,1605
10309,2024-05-09T15:51:37,👍,emoji,326
10309,2024-05-09T15:51:37,🙏,emoji,239
10311,2024-05-09T20:34:58,❤,emoji,3134
10311,2024-05-09T20:34:58,😢,emoji,1583
10311,2024-05-09T20:34:58,🙏,emoji,331
10311,2024-05-09T20:34:58,👍,emoji,222
10312,2024-05-09T20:55:03,❤,emoji,3221
10312,2024-05-09T20:55:03,👍,emoji,316
10312,2024-05-09T20:55:03,🙏,emoji,254
10312,2024-05-09T20:55:03,😢,emoji,48
10313,2024-05-09T21:36:18,❤,emoji,2480
10313,2024-05-09T21:36:18,🙏,emoji,271
10313,2024-05-09T21:36:18,👍,emoji,190
10313,2024-05-09T21:36:18,😢,emoji,38
10314,2024-05-09T22:01:17,❤,emoji,3668
10314,2024-05-09T22:01:17,👍,emoji,441
10314,2024-05-09T22:01:17,🙏,emoji,292
10314,2024-05-09T22:01:17,😢,emoji,65
10315,2024-05-10T14:28:47,❤,emoji,2797
10315,2024-05-10T14:28:47,👍,emoji,299
10315,2024-05-10T14:28:47,🙏,emoji,241
10315,2024-05-10T14:28:47,😢,emoji,56
10316,2024-05-10T14:45:23,❤,emoji,3647
10316,2024-05-10T14:45:23,😢,emoji,1574
10316,2024-05-10T14:45:23,👍,emoji,406
10316,2024-05-10T14:45:23,🙏,emoji,255
10318,2024-05-10T21:09:06,❤,emoji,2515
10318,2024-05-10T21:09:06,🙏,emoji,1056
10318,2024-05-10T21:09:06,👍,emoji,178
10318,2024-05-10T21:09:06,😢,emoji,111
10319,2024-05-10T21:21:14,❤,emoji,3394
10319,2024-05-10T21:21:14,🙏,emoji,992
10319,2024-05-10T21:21:14,👍,emoji,255
10319,2024-05-10T21:21:14,😢,emoji,81
10320,2024-05-10T22:19:24,❤,emoji,3240
10320,2024-05-10T22:19:24,🙏,emoji,548
10320,2024-05-10T22:19:24,👍,emoji,214
10320,2024-05-10T22:19:24,😢,emoji,41
10321,2024-05-10T22:53:11,❤,emoji,2764
10321,2024-05-10T22:53:11,🙏,emoji,508
10321,2024-05-10T22:53:11,👍,emoji,205
10321,2024-05-10T22:53:11,😢,emoji,47
10322,2024-05-11T10:06:11,❤,emoji,3420
10322,2024-05-11T10:06:11,😢,emoji,1577
10322,2024-05-11T10:06:11,🙏,emoji,641
10322,2024-05-11T10:06:11,👍,emoji,191
10332,2024-05-11T15:00:26,😢,emoji,2379
10332,2024-05-11T15:00:26,❤,emoji,2172
10332,2024-05-11T15:00:26,🙏,emoji,748
10332,2024-05-11T15:00:26,👍,emoji,196
10333,2024-05-11T19:22:33,😢,emoji,2416
10333,2024-05-11T19:22:33,❤,emoji,2068
10333,2024-05-11T19:22:33,🙏,emoji,756
10333,2024-05-11T19:22:33,👍,emoji,185
10334,2024-05-11T20:30:29,❤,emoji,2430
10334,2024-05-11T20:30:29,🙏,emoji,572
10334,2024-05-11T20:30:29,👍,emoji,165
10334,2024-05-11T20:30:29,😢,emoji,63
10335,2024-05-12T10:21:44,❤,emoji,4753
10335,2024-05-12T10:21:44,🙏,emoji,377
10335,2024-05-12T10:21:44,👍,emoji,184
10335,2024-05-12T10:21:44,😢,emoji,71
10336,2024-05-12T12:29:40,❤,emoji,4016
10336,2024-05-12T12:29:40,😢,emoji,1616
10336,2024-05-12T12:29:40,🙏,emoji,508
10336,2024-05-12T12:29:40,👍,emoji,202
10346,2024-05-12T19:21:40,😢,emoji,2528
10346,2024-05-12T19:21:40,❤,emoji,2239
10346,2024-05-12T19:21:40,🙏,emoji,1028
10346,2024-05-12T19:21:40,👍,emoji,175
10347,2024-05-12T20:12:49,❤,emoji,2549
10347,2024-05-12T20:12:49,🙏,emoji,724
10347,2024-05-12T20:12:49,👍,emoji,189
10347,2024-05-12T20:12:49,😢,emoji,94
10348,2024-05-13T14:53:04,❤,emoji,2888
10348,2024-05-13T14:53:04,👍,emoji,420
10348,2024-05-13T14:53:04,🙏,emoji,295
10348,2024-05-13T14:53:04,😢,emoji,46
10349,2024-05-13T18:31:37,❤,emoji,3136
10349,2024-05-13T18:31:37,👍,emoji,363
10349,2024-05-13T18:31:37,🙏,emoji,265
10349,2024-05-13T18:31:37,😢,emoji,33
10350,2024-05-13T19:42:22,❤,emoji,3458
10350,2024-05-13T19:42:22,🙏,emoji,590
10350,2024-05-13T19:42:22,👍,emoji,281
10350,2024-05-13T19:42:22,😢,emoji,51
10351,2024-05-13T21:00:25,❤,emoji,2673
10351,2024-05-13T21:00:25,🙏,emoji,462
10351,2024-05-13T21:00:25,👍,emoji,180
10351,2024-05-13T21:00:25,😢,emoji,51
10352,2024-05-14T09:22:45,❤,emoji,3977
10352,2024-05-14T09:22:45,🙏,emoji,809
10352,2024-05-14T09:22:45,👍,emoji,257
10352,2024-05-14T09:22:45,😢,emoji,93
10353,2024-05-14T14:28:47,❤,emoji,3085
10353,2024-05-14T14:28:47,😢,emoji,1728
10353,2024-05-14T14:28:47,👍,emoji,445
10353,2024-05-14T14:28:47,🙏,emoji,297
10354,2024-05-14T16:36:37,❤,emoji,3000
10354,2024-05-14T16:36:37,😢,emoji,1586
10354,2024-05-14T16:36:37,👍,emoji,326
10354,2024-05-14T16:36:37,🙏,emoji,260
10355,2024-05-14T19:33:33,❤,emoji,3743
10355,2024-05-14T19:33:33,😢,emoji,1652
10355,2024-05-14T19:33:33,🙏,emoji,636
10355,2024-05-14T19:33:33,👍,emoji,243
10356,2024-05-14T22:06:13,❤,emoji,2752
10356,2024-05-14T22:06:13,🙏,emoji,461
10356,2024-05-14T22:06:13,👍,emoji,198
10356,2024-05-14T22:06:13,😢,emoji,61
10357,2024-05-15T16:41:04,❤,emoji,3330
10357,2024-05-15T16:41:04,😢,emoji,1565
10357,2024-05-15T16:41:04,🙏,emoji,384
10357,2024-05-15T16:41:04,👍,emoji,224
10358,2024-05-15T18:31:03,❤,emoji,3054
10358,2024-05-15T18:31:03,😢,emoji,1570
10358,2024-05-15T18:31:03,🙏,emoji,554
10358,2024-05-15T18:31:03,👍,emoji,235
10359,2024-05-15T19:44:13,❤,emoji,3324
10359,2024-05-15T19:44:13,👍,emoji,384
10359,2024-05-15T19:44:13,🙏,emoji,296
10359,2024-05-15T19:44:13,😢,emoji,50
10360,2024-05-15T20:03:38,❤,emoji,2655
10360,2024-05-15T20:03:38,🙏,emoji,378
10360,2024-05-15T20:03:38,👍,emoji,195
10360,2024-05-15T20:03:38,😢,emoji,61
10361,2024-05-15T23:59:18,❤,emoji,3269
10361,2024-05-15T23:59:18,👍,emoji,414
10361,2024-05-15T23:59:18,🙏,emoji,315
10361,2024-05-15T23:59:18,😢,emoji,60
10362,2024-05-16T12:31:17,❤,emoji,3109
10362,2024-05-16T12:31:17,🙏,emoji,578
10362,2024-05-16T12:31:17,👍,emoji,325
10362,2024-05-16T12:31:17,😢,emoji,67
10363,2024-05-16T13:00:23,❤,emoji,6469
10363,2024-05-16T13:00:23,👍,emoji,465
10363,2024-05-16T13:00:23,🙏,emoji,287
10363,2024-05-16T13:00:23,😢,emoji,80
10364,2024-05-16T14:01:21,❤,emoji,4027
10364,2024-05-16T14:01:21,🙏,emoji,501
10364,2024-05-16T14:01:21,👍,emoji,286
10364,2024-05-16T14:01:21,😢,emoji,58
10365,2024-05-16T14:26:21,❤,emoji,4154
10365,2024-05-16T14:26:21,🙏,emoji,565
10365,2024-05-16T14:26:21,👍,emoji,285
10365,2024-05-16T14:26:21,😢,emoji,56
10366,2024-05-16T17:56:41,❤,emoji,3121
10366,2024-05-16T17:56:41,👍,emoji,392
10366,2024-05-16T17:56:41,🙏,emoji,277
10366,2024-05-16T17:56:41,😢,emoji,54
10367,2024-05-16T20:05:14,❤,emoji,3258
10367,2024-05-16T20:05:14,🙏,emoji,660
10367,2024-05-16T20:05:14,👍,emoji,218
10367,2024-05-16T20:05:14,😢,emoji,75
10368,2024-05-16T20:50:10,❤,emoji,2630
10368,2024-05-16T20:50:10,🙏,emoji,443
10368,2024-05-16T20:50:10,👍,emoji,191
10368,2024-05-16T20:50:10,😢,emoji,55
10369,2024-05-16T22:46:44,❤,emoji,3269
10369,2024-05-16T22:46:44,👍,emoji,442
10369,2024-05-16T22:46:44,🙏,emoji,305
10369,2024-05-16T22:46:44,😢,emoji,70
10370,2024-05-17T10:55:20,😢,emoji,2993
10370,2024-05-17T10:55:20,🙏,emoji,1796
10370,2024-05-17T10:55:20,❤,emoji,562
10370,2024-05-17T10:55:20,👍,emoji,170
10380,2024-05-17T19:05:35,❤,emoji,2544
10380,2024-05-17T19:05:35,👍,emoji,307
10380,2024-05-17T19:05:35,🙏,emoji,195
10380,2024-05-17T19:05:35,😢,emoji,47
10381,2024-05-17T19:43:31,❤,emoji,3022
10381,2024-05-17T19:43:31,👍,emoji,392
10381,2024-05-17T19:43:31,🙏,emoji,361
10381,2024-05-17T19:43:31,😢,emoji,59
10382,2024-05-17T22:03:39,❤,emoji,2672
10382,2024-05-17T22:03:39,🙏,emoji,407
10382,2024-05-17T22:03:39,👍,emoji,196
10382,2024-05-17T22:03:39,😢,emoji,56
10383,2024-05-18T12:03:32,❤,emoji,3197
10383,2024-05-18T12:03:32,🙏,emoji,800
10383,2024-05-18T12:03:32,👍,emoji,220
10383,2024-05-18T12:03:32,😢,emoji,200
10385,2024-05-18T18:47:26,❤,emoji,3268
10385,2024-05-18T18:47:26,😢,emoji,1578
10385,2024-05-18T18:47:26,🙏,emoji,431
10385,2024-05-18T18:47:26,👍,emoji,187
10386,2024-05-18T19:07:36,❤,emoji,3773
10386,2024-05-18T19:07:36,😢,emoji,1593
10386,2024-05-18T19:07:36,🙏,emoji,520
10386,2024-05-18T19:07:36,👍,emoji,221
10387,2024-05-18T21:15:16,❤,emoji,3089
10387,2024-05-18T21:15:16,🙏,emoji,390
10387,2024-05-18T21:15:16,👍,emoji,192
10387,2024-05-18T21:15:16,😢,emoji,56
10388,2024-05-19T02:50:01,❤,emoji,21425
10388,2024-05-19T02:50:01,👍,emoji,1675
10388,2024-05-19T02:50:01,🙏,emoji,709
10388,2024-05-19T02:50:01,😢,emoji,112
10389,2024-05-19T13:21:38,❤,emoji,3251
10389,2024-05-19T13:21:38,😢,emoji,2056
10389,2024-05-19T13:21:38,🙏,emoji,911
10389,2024-05-19T13:21:38,👍,emoji,130
10390,2024-05-19T14:31:44,😢,emoji,2928
10390,2024-05-19T14:31:44,🙏,emoji,953
10390,2024-05-19T14:31:44,❤,emoji,350
10390,2024-05-19T14:31:44,👍,emoji,169
10391,2024-05-19T19:15:48,❤,emoji,3297
10391,2024-05-19T19:15:48,🙏,emoji,631
10391,2024-05-19T19:15:48,👍,emoji,228
10391,2024-05-19T19:15:48,😢,emoji,50
10392,2024-05-19T20:08:33,❤,emoji,2897
10392,2024-05-19T20:08:33,🙏,emoji,463
10392,2024-05-19T20:08:33,👍,emoji,186
10392,2024-05-19T20:08:33,😢,emoji,49
10393,2024-05-20T11:01:28,❤,emoji,3296
10393,2024-05-20T11:01:28,🙏,emoji,609
10393,2024-05-20T11:01:28,👍,emoji,244
10393,2024-05-20T11:01:28,😢,emoji,70
10403,2024-05-20T13:31:51,❤,emoji,3255
10403,2024-05-20T13:31:51,👍,emoji,454
10403,2024-05-20T13:31:51,🙏,emoji,240
10403,2024-05-20T13:31:51,😢,emoji,53
10404,2024-05-20T21:31:13,❤,emoji,3379
10404,2024-05-20T21:31:13,🙏,emoji,628
10404,2024-05-20T21:31:13,👍,emoji,260
10404,2024-05-20T21:31:13,😢,emoji,81
10405,2024-05-20T22:41:15,❤,emoji,2732
10405,2024-05-20T22:41:15,🙏,emoji,428
10405,2024-05-20T22:41:15,👍,emoji,235
10405,2024-05-20T22:41:15,😢,emoji,60
10406,2024-05-21T13:26:06,❤,emoji,2932
10406,2024-05-21T13:26:06,👍,emoji,416
10406,2024-05-21T13:26:06,🙏,emoji,243
10406,2024-05-21T13:26:06,😢,emoji,51
10407,2024-05-21T14:10:11,❤,emoji,2763
10407,2024-05-21T14:10:11,👍,emoji,398
10407,2024-05-21T14:10:11,🙏,emoji,223
10407,2024-05-21T14:10:11,😢,emoji,46
10409,2024-05-21T16:45:05,❤,emoji,3176
10409,2024-05-21T16:45:05,🙏,emoji,356
10409,2024-05-21T16:45:05,👍,emoji,303
10409,2024-05-21T16:45:05,😢,emoji,50
10410,2024-05-21T19:17:28,❤,emoji,2763
10410,2024-05-21T19:17:28,👍,emoji,390
10410,2024-05-21T19:17:28,🙏,emoji,174
10410,2024-05-21T19:17:28,😢,emoji,41
10411,2024-05-21T19:22:28,❤,emoji,2800
10411,2024-05-21T19:22:28,👍,emoji,392
10411,2024-05-21T19:22:28,🙏,emoji,209
10411,2024-05-21T19:22:28,😢,emoji,48
10412,2024-05-21T19:46:18,❤,emoji,2660
10412,2024-05-21T19:46:18,👍,emoji,447
10412,2024-05-21T19:46:18,🙏,emoji,183
10412,2024-05-21T19:46:18,😢,emoji,42
10413,2024-05-21T20:04:36,❤,emoji,3061
10413,2024-05-21T20:04:36,👍,emoji,345
10413,2024-05-21T20:04:36,🙏,emoji,314
10413,2024-05-21T20:04:36,😢,emoji,59
10414,2024-05-21T21:56:54,❤,emoji,2578
10414,2024-05-21T21:56:54,🙏,emoji,351
10414,2024-05-21T21:56:54,👍,emoji,201
10414,2024-05-21T21:56:54,😢,emoji,60
10415,2024-05-22T12:49:14,❤,emoji,2854
10415,2024-05-22T12:49:14,😢,emoji,1565
10415,2024-05-22T12:49:14,🙏,emoji,386
10415,2024-05-22T12:49:14,👍,emoji,244
10425,2024-05-22T16:02:54,❤,emoji,2523
10425,2024-05-22T16:02:54,👍,emoji,403
10425,2024-05-22T16:02:54,🙏,emoji,192
10425,2024-05-22T16:02:54,😢,emoji,41
10426,2024-05-22T16:39:37,👍,emoji,1917
10426,2024-05-22T16:39:37,😢,emoji,1642
10426,2024-05-22T16:39:37,❤,emoji,856
10426,2024-05-22T16:39:37,🙏,emoji,219
10427,2024-05-22T17:32:43,❤,emoji,2511
10427,2024-05-22T17:32:43,👍,emoji,346
10427,2024-05-22T17:32:43,🙏,emoji,178
10427,2024-05-22T17:32:43,😢,emoji,34
10428,2024-05-22T18:19:41,❤,emoji,2658
10428,2024-05-22T18:19:41,😢,emoji,1566
10428,2024-05-22T18:19:41,👍,emoji,379
10428,2024-05-22T18:19:41,🙏,emoji,196
10429,2024-05-22T20:06:14,❤,emoji,3086
10429,2024-05-22T20:06:14,😢,emoji,1615
10429,2024-05-22T20:06:14,🙏,emoji,452
10429,2024-05-22T20:06:14,👍,emoji,247
10430,2024-05-22T21:51:54,❤,emoji,2523
10430,2024-05-22T21:51:54,🙏,emoji,358
10430,2024-05-22T21:51:54,👍,emoji,188
10430,2024-05-22T21:51:54,😢,emoji,43
10441,2024-05-23T11:30:33,❤,emoji,2759
10441,2024-05-23T11:30:33,👍,emoji,298
10441,2024-05-23T11:30:33,🙏,emoji,224
10441,2024-05-23T11:30:33,😢,emoji,46
10442,2024-05-23T12:38:00,😢,emoji,3158
10442,2024-05-23T12:38:00,🙏,emoji,769
10442,2024-05-23T12:38:00,❤,emoji,319
10442,2024-05-23T12:38:00,👍,emoji,129
10444,2024-05-23T14:41:25,❤,emoji,3481
10444,2024-05-23T14:41:25,😢,emoji,1569
10444,2024-05-23T14:41:25,👍,emoji,323
10444,2024-05-23T14:41:25,🙏,emoji,292
10445,2024-05-23T17:01:08,❤,emoji,2585
10445,2024-05-23T17:01:08,👍,emoji,307
10445,2024-05-23T17:01:08,🙏,emoji,182
10445,2024-05-23T17:01:08,😢,emoji,34
10446,2024-05-23T17:15:53,❤,emoji,2718
10446,2024-05-23T17:15:53,😢,emoji,1712
10446,2024-05-23T17:15:53,👍,emoji,397
10446,2024-05-23T17:15:53,🙏,emoji,229
10447,2024-05-23T18:42:20,❤,emoji,2490
10447,2024-05-23T18:42:20,🙏,emoji,480
10447,2024-05-23T18:42:20,👍,emoji,237
10447,2024-05-23T18:42:20,😢,emoji,57
10448,2024-05-23T20:12:18,❤,emoji,2667
10448,2024-05-23T20:12:18,😢,emoji,1626
10448,2024-05-23T20:12:18,👍,emoji,292
10448,2024-05-23T20:12:18,🙏,emoji,272
10449,2024-05-23T21:56:09,❤,emoji,2687
10449,2024-05-23T21:56:09,🙏,emoji,581
10449,2024-05-23T21:56:09,😢,emoji,228
10449,2024-05-23T21:56:09,👍,emoji,156
10450,2024-05-23T22:36:49,❤,emoji,2445
10450,2024-05-23T22:36:49,🙏,emoji,444
10450,2024-05-23T22:36:49,👍,emoji,179
10450,2024-05-23T22:36:49,😢,emoji,88
10451,2024-05-24T10:26:45,😢,emoji,4946
10451,2024-05-24T10:26:45,❤,emoji,496
10451,2024-05-24T10:26:45,🙏,emoji,447
10451,2024-05-24T10:26:45,👍,emoji,134
10452,2024-05-24T13:12:41,❤,emoji,2938
10452,2024-05-24T13:12:41,😢,emoji,1594
10452,2024-05-24T13:12:41,🙏,emoji,563
10452,2024-05-24T13:12:41,👍,emoji,209
10455,2024-05-24T14:45:57,😢,emoji,3468
10455,2024-05-24T14:45:57,❤,emoji,575
10455,2024-05-24T14:45:57,🙏,emoji,390
10455,2024-05-24T14:45:57,👍,emoji,99
